Identifiant arc,Date et heure de comptage,Débit horaire,Taux d'occupation,Etat trafic,Identifiant noeud amont,Identifiant noeud aval,geo_point_2d,heure,jour_semaine,is_weekend,lat,lon
4469,2024-12-03 05:00:00+00:00,24.0,0.68778,Fluide,2372,2375,"48.872434082080964, 2.294054181317005",5,1,0,48.872434082080964,2.294054181317005
4965,2025-01-06 08:00:00+00:00,244.0,2.35945,Fluide,2628,2629,"48.82575471102437, 2.3462215633423837",8,0,0,48.82575471102437,2.3462215633423837
1917,2025-02-04 01:00:00+00:00,139.0,2.47445,Fluide,2056,2054,"48.885402861648146, 2.3266169500527614",1,1,0,48.885402861648146,2.3266169500527614
4818,2025-06-04 20:00:00+00:00,179.0,2.27722,Fluide,2568,2570,"48.842161670150674, 2.352129756602518",20,2,0,48.842161670150674,2.352129756602518
238,2025-09-02 10:00:00+00:00,269.0,8.42611,Fluide,144,145,"48.87262343948517, 2.3215554646535175",10,1,0,48.87262343948517,2.3215554646535175
6123,2025-11-04 23:00:00+00:00,1440.0,12.2,Fluide,2759,3175,"48.81903077683391, 2.32978866343375",23,1,0,48.81903077683391,2.32978866343375
1687,2026-01-04 08:00:00+00:00,354.0,40.12111,Saturé,894,2711,"48.83914343490729, 2.3771744698724637",8,6,1,48.83914343490729,2.3771744698724637
5942,2024-12-05 04:00:00+00:00,155.0,1.63056,Fluide,3086,3087,"48.88254472131165, 2.343239455417573",4,3,0,48.88254472131165,2.343239455417573
5455,2025-04-03 15:00:00+00:00,3000.0,36.95,Saturé,2862,2863,"48.852747223498625, 2.253006865935081",15,3,0,48.852747223498625,2.253006865935081
1870,2025-08-05 05:00:00+00:00,541.0,17.50334,Pré-saturé,2025,2024,"48.895330499342165, 2.3117374249339737",5,1,0,48.895330499342165,2.3117374249339737
1945,2025-09-02 11:00:00+00:00,447.0,4.82,Inconnu,2131,2132,"48.87277983041258, 2.334421685422601",11,1,0,48.87277983041258,2.334421685422601
5913,2025-12-02 00:00:00+00:00,67.0,1.12167,Fluide,766,3074,"48.851560641660456, 2.406164626296163",0,1,0,48.851560641660456,2.406164626296163
265,2026-01-02 21:00:00+00:00,33.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",21,4,0,48.87013078629782,2.3253579165449296
4469,2024-12-03 06:00:00+00:00,38.0,1.10278,Fluide,2372,2375,"48.872434082080964, 2.294054181317005",6,1,0,48.872434082080964,2.294054181317005
4969,2025-01-06 08:00:00+00:00,244.0,6.23778,Fluide,2632,2633,"48.82572131551789, 2.349463474488295",8,0,0,48.82572131551789,2.349463474488295
1917,2025-02-04 00:00:00+00:00,154.0,2.875,Fluide,2056,2054,"48.885402861648146, 2.3266169500527614",0,1,0,48.885402861648146,2.3266169500527614
1142,2025-03-11 08:00:00+00:00,614.0,3.35,Fluide,631,629,"48.82688642911699, 2.296003554347446",8,1,0,48.82688642911699,2.296003554347446
5650,2025-05-09 11:00:00+00:00,105.0,1.80611,Fluide,2799,2960,"48.871769376760895, 2.273965824876404",11,4,0,48.871769376760895,2.273965824876404
4818,2025-06-04 18:00:00+00:00,306.0,4.42667,Fluide,2568,2570,"48.842161670150674, 2.352129756602518",18,2,0,48.842161670150674,2.352129756602518
238,2025-09-02 12:00:00+00:00,378.0,2.88445,Fluide,144,145,"48.87262343948517, 2.3215554646535175",12,1,0,48.87262343948517,2.3215554646535175
484,2025-11-04 16:00:00+00:00,663.0,4.82,Inconnu,288,3176,"48.84594291515949, 2.375046627440483",16,1,0,48.84594291515949,2.375046627440483
1687,2026-01-04 06:00:00+00:00,150.0,24.90778,Pré-saturé,894,2711,"48.83914343490729, 2.3771744698724637",6,6,1,48.83914343490729,2.3771744698724637
5942,2024-12-05 05:00:00+00:00,132.0,1.33556,Fluide,3086,3087,"48.88254472131165, 2.343239455417573",5,3,0,48.88254472131165,2.343239455417573
5455,2025-04-03 16:00:00+00:00,3000.0,20.75,Pré-saturé,2862,2863,"48.852747223498625, 2.253006865935081",16,3,0,48.852747223498625,2.253006865935081
1945,2025-09-02 12:00:00+00:00,475.0,4.82,Inconnu,2131,2132,"48.87277983041258, 2.334421685422601",12,1,0,48.87277983041258,2.334421685422601
5108,2025-11-04 17:00:00+00:00,154.0,4.82,Inconnu,2695,2541,"48.83604588381674, 2.3498282876825813",17,1,0,48.83604588381674,2.3498282876825813
5913,2025-12-02 02:00:00+00:00,30.0,0.435,Fluide,766,3074,"48.851560641660456, 2.406164626296163",2,1,0,48.851560641660456,2.406164626296163
265,2026-01-02 19:00:00+00:00,75.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",19,4,0,48.87013078629782,2.3253579165449296
4469,2024-12-03 08:00:00+00:00,102.0,3.48611,Fluide,2372,2375,"48.872434082080964, 2.294054181317005",8,1,0,48.872434082080964,2.294054181317005
4980,2025-01-06 08:00:00+00:00,322.0,17.59611,Pré-saturé,2639,2624,"48.87565174189437, 2.370358313982228",8,0,0,48.87565174189437,2.370358313982228
1142,2025-03-11 04:00:00+00:00,98.0,0.7,Fluide,631,629,"48.82688642911699, 2.296003554347446",4,1,0,48.82688642911699,2.296003554347446
5650,2025-05-09 10:00:00+00:00,102.0,1.68222,Fluide,2799,2960,"48.871769376760895, 2.273965824876404",10,4,0,48.871769376760895,2.273965824876404
4818,2025-06-04 17:00:00+00:00,356.0,9.01667,Fluide,2568,2570,"48.842161670150674, 2.352129756602518",17,2,0,48.842161670150674,2.352129756602518
6021,2025-09-02 11:00:00+00:00,712.0,4.82,Inconnu,3114,145,"48.87404727957621, 2.320309946197523",11,1,0,48.87404727957621,2.320309946197523
484,2025-11-04 17:00:00+00:00,654.0,4.82,Inconnu,288,3176,"48.84594291515949, 2.375046627440483",17,1,0,48.84594291515949,2.375046627440483
1687,2026-01-04 03:00:00+00:00,100.0,16.06945,Pré-saturé,894,2711,"48.83914343490729, 2.3771744698724637",3,6,1,48.83914343490729,2.3771744698724637
5942,2024-12-05 06:00:00+00:00,194.0,2.35056,Fluide,3086,3087,"48.88254472131165, 2.343239455417573",6,3,0,48.88254472131165,2.343239455417573
4557,2025-02-12 13:00:00+00:00,342.0,4.82,Inconnu,2433,2432,"48.85389737625362, 2.2625327766217067",13,2,0,48.85389737625362,2.2625327766217067
5455,2025-04-03 21:00:00+00:00,3000.0,9.55,Fluide,2862,2863,"48.852747223498625, 2.253006865935081",21,3,0,48.852747223498625,2.253006865935081
5743,2025-09-02 10:00:00+00:00,444.0,7.44,Fluide,2098,2133,"48.87229809691206, 2.3378390491705496",10,1,0,48.87229809691206,2.3378390491705496
5108,2025-11-04 19:00:00+00:00,158.0,4.82,Inconnu,2695,2541,"48.83604588381674, 2.3498282876825813",19,1,0,48.83604588381674,2.3498282876825813
5913,2025-12-02 03:00:00+00:00,18.0,0.19722,Fluide,766,3074,"48.851560641660456, 2.406164626296163",3,1,0,48.851560641660456,2.406164626296163
265,2026-01-02 18:00:00+00:00,91.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",18,4,0,48.87013078629782,2.3253579165449296
4439,2024-12-03 00:00:00+00:00,104.0,0.14889,Fluide,2372,2361,"48.87316168915602, 2.293664445415379",0,1,0,48.87316168915602,2.293664445415379
4981,2025-01-06 08:00:00+00:00,438.0,4.89945,Fluide,2639,2640,"48.87449181273814, 2.370253386318338",8,0,0,48.87449181273814,2.370253386318338
1142,2025-03-11 02:00:00+00:00,44.0,0.15,Fluide,631,629,"48.82688642911699, 2.296003554347446",2,1,0,48.82688642911699,2.296003554347446
5650,2025-05-09 09:00:00+00:00,120.0,1.47722,Fluide,2799,2960,"48.871769376760895, 2.273965824876404",9,4,0,48.871769376760895,2.273965824876404
4818,2025-06-04 15:00:00+00:00,282.0,5.71445,Fluide,2568,2570,"48.842161670150674, 2.352129756602518",15,2,0,48.842161670150674,2.352129756602518
247,2025-09-02 10:00:00+00:00,269.0,4.82,Inconnu,148,146,"48.870211507901104, 2.3231986598637704",10,1,0,48.870211507901104,2.3231986598637704
484,2025-11-04 19:00:00+00:00,681.0,4.82,Inconnu,288,3176,"48.84594291515949, 2.375046627440483",19,1,0,48.84594291515949,2.375046627440483
1687,2026-01-04 01:00:00+00:00,142.0,21.875,Pré-saturé,894,2711,"48.83914343490729, 2.3771744698724637",1,6,1,48.83914343490729,2.3771744698724637
5941,2024-12-05 01:00:00+00:00,318.0,4.82,Inconnu,3086,3085,"48.8823730629582, 2.3407546167604307",1,3,0,48.8823730629582,2.3407546167604307
4931,2025-01-06 08:00:00+00:00,1051.0,8.33945,Fluide,2608,289,"48.847964522319785, 2.4013316981253308",8,0,0,48.847964522319785,2.4013316981253308
4557,2025-02-12 12:00:00+00:00,380.0,4.82,Inconnu,2433,2432,"48.85389737625362, 2.2625327766217067",12,2,0,48.85389737625362,2.2625327766217067
5455,2025-04-03 22:00:00+00:00,3000.0,7.75,Fluide,2862,2863,"48.852747223498625, 2.253006865935081",22,3,0,48.852747223498625,2.253006865935081
5627,2025-05-09 12:00:00+00:00,729.0,4.45667,Fluide,2953,2954,"48.83800270173313, 2.3228057853639204",12,4,0,48.83800270173313,2.3228057853639204
5113,2025-06-05 00:00:00+00:00,813.0,4.82,Inconnu,2696,2697,"48.84811422337556, 2.3950198258881743",0,3,0,48.84811422337556,2.3950198258881743
5743,2025-09-02 12:00:00+00:00,475.0,10.07389,Fluide,2098,2133,"48.87229809691206, 2.3378390491705496",12,1,0,48.87229809691206,2.3378390491705496
5108,2025-11-04 22:00:00+00:00,67.0,4.82,Inconnu,2695,2541,"48.83604588381674, 2.3498282876825813",22,1,0,48.83604588381674,2.3498282876825813
5913,2025-12-02 05:00:00+00:00,63.0,0.83778,Fluide,766,3074,"48.851560641660456, 2.406164626296163",5,1,0,48.851560641660456,2.406164626296163
265,2026-01-02 17:00:00+00:00,51.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",17,4,0,48.87013078629782,2.3253579165449296
4439,2024-12-03 01:00:00+00:00,50.0,0.07778,Fluide,2372,2361,"48.87316168915602, 2.293664445415379",1,1,0,48.87316168915602,2.293664445415379
4988,2025-01-06 08:00:00+00:00,438.0,4.89945,Fluide,2640,2644,"48.8729002774834, 2.3698692230479264",8,0,0,48.8729002774834,2.3698692230479264
1142,2025-03-11 01:00:00+00:00,68.0,0.55,Fluide,631,629,"48.82688642911699, 2.296003554347446",1,1,0,48.82688642911699,2.296003554347446
4822,2025-06-04 22:00:00+00:00,177.0,1.91,Fluide,2570,2571,"48.84356747626758, 2.352326529221334",22,2,0,48.84356747626758,2.352326529221334
1477,2025-08-26 11:00:00+00:00,284.0,4.82,Inconnu,785,756,"48.877870869120464, 2.4049082282409544",11,1,0,48.877870869120464,2.4049082282409544
247,2025-09-02 11:00:00+00:00,323.0,4.82,Inconnu,148,146,"48.870211507901104, 2.3231986598637704",11,1,0,48.870211507901104,2.3231986598637704
484,2025-11-04 20:00:00+00:00,670.5,4.82,Inconnu,288,3176,"48.84594291515949, 2.375046627440483",20,1,0,48.84594291515949,2.375046627440483
1529,2026-01-04 23:00:00+00:00,299.0,3.42889,Fluide,815,2712,"48.83516264646664, 2.385023778858236",23,6,1,48.83516264646664,2.385023778858236
5941,2024-12-05 02:00:00+00:00,221.0,4.82,Inconnu,3086,3085,"48.8823730629582, 2.3407546167604307",2,3,0,48.8823730629582,2.3407546167604307
4551,2025-02-12 17:00:00+00:00,386.0,4.82,Inconnu,2431,2432,"48.85609742238481, 2.2637359023933783",17,2,0,48.85609742238481,2.2637359023933783
5627,2025-05-09 11:00:00+00:00,747.0,5.465,Fluide,2953,2954,"48.83800270173313, 2.3228057853639204",11,4,0,48.83800270173313,2.3228057853639204
5113,2025-06-05 01:00:00+00:00,521.0,4.82,Inconnu,2696,2697,"48.84811422337556, 2.3950198258881743",1,3,0,48.84811422337556,2.3950198258881743
5120,2025-09-02 11:00:00+00:00,1067.0,4.82,Inconnu,2700,2134,"48.87165757335084, 2.342319516532681",11,1,0,48.87165757335084,2.342319516532681
5108,2025-11-04 23:00:00+00:00,72.0,4.82,Inconnu,2695,2541,"48.83604588381674, 2.3498282876825813",23,1,0,48.83604588381674,2.3498282876825813
5913,2025-12-02 06:00:00+00:00,122.0,2.04222,Fluide,766,3074,"48.851560641660456, 2.406164626296163",6,1,0,48.851560641660456,2.406164626296163
265,2026-01-02 16:00:00+00:00,72.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",16,4,0,48.87013078629782,2.3253579165449296
4439,2024-12-03 04:00:00+00:00,23.0,0.04111,Fluide,2372,2361,"48.87316168915602, 2.293664445415379",4,1,0,48.87316168915602,2.293664445415379
4989,2025-01-06 08:00:00+00:00,348.0,5.42667,Fluide,2642,2641,"48.826124290275956, 2.355326980309572",8,0,0,48.826124290275956,2.355326980309572
4822,2025-06-04 21:00:00+00:00,182.0,2.45278,Fluide,2570,2571,"48.84356747626758, 2.352326529221334",21,2,0,48.84356747626758,2.352326529221334
247,2025-09-02 12:00:00+00:00,378.0,4.82,Inconnu,148,146,"48.870211507901104, 2.3231986598637704",12,1,0,48.870211507901104,2.3231986598637704
484,2025-11-04 21:00:00+00:00,603.0,4.82,Inconnu,288,3176,"48.84594291515949, 2.375046627440483",21,1,0,48.84594291515949,2.375046627440483
1529,2026-01-04 22:00:00+00:00,363.0,4.56944,Fluide,815,2712,"48.83516264646664, 2.385023778858236",22,6,1,48.83516264646664,2.385023778858236
5941,2024-12-05 04:00:00+00:00,176.0,4.82,Inconnu,3086,3085,"48.8823730629582, 2.3407546167604307",4,3,0,48.8823730629582,2.3407546167604307
4551,2025-02-12 14:00:00+00:00,388.0,4.82,Inconnu,2431,2432,"48.85609742238481, 2.2637359023933783",14,2,0,48.85609742238481,2.2637359023933783
5627,2025-05-09 10:00:00+00:00,840.0,7.52333,Fluide,2953,2954,"48.83800270173313, 2.3228057853639204",10,4,0,48.83800270173313,2.3228057853639204
5113,2025-06-05 02:00:00+00:00,341.0,4.82,Inconnu,2696,2697,"48.84811422337556, 2.3950198258881743",2,3,0,48.84811422337556,2.3950198258881743
5120,2025-09-02 12:00:00+00:00,1043.0,4.82,Inconnu,2700,2134,"48.87165757335084, 2.342319516532681",12,1,0,48.87165757335084,2.342319516532681
5913,2025-12-02 07:00:00+00:00,175.0,4.12833,Fluide,766,3074,"48.851560641660456, 2.406164626296163",7,1,0,48.851560641660456,2.406164626296163
265,2026-01-02 15:00:00+00:00,80.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",15,4,0,48.87013078629782,2.3253579165449296
4439,2024-12-03 05:00:00+00:00,48.0,0.08,Fluide,2372,2361,"48.87316168915602, 2.293664445415379",5,1,0,48.87316168915602,2.293664445415379
4990,2025-01-06 08:00:00+00:00,322.0,4.82,Inconnu,2644,2640,"48.872878808522245, 2.3699931626495716",8,0,0,48.872878808522245,2.3699931626495716
4822,2025-06-04 20:00:00+00:00,179.0,1.97167,Fluide,2570,2571,"48.84356747626758, 2.352326529221334",20,2,0,48.84356747626758,2.352326529221334
1422,2025-08-26 11:00:00+00:00,49.0,1.36056,Fluide,734,756,"48.876211902337765, 2.4073248878879543",11,1,0,48.876211902337765,2.4073248878879543
239,2025-09-02 11:00:00+00:00,712.0,20.90611,Pré-saturé,144,146,"48.87111910379434, 2.322386025149042",11,1,0,48.87111910379434,2.322386025149042
484,2025-11-04 22:00:00+00:00,639.0,4.82,Inconnu,288,3176,"48.84594291515949, 2.375046627440483",22,1,0,48.84594291515949,2.375046627440483
5024,2025-12-02 00:00:00+00:00,162.0,1.15555,Fluide,819,3071,"48.874450486916885, 2.3588087704867324",0,1,0,48.874450486916885,2.3588087704867324
1529,2026-01-04 20:00:00+00:00,409.0,4.88278,Fluide,815,2712,"48.83516264646664, 2.385023778858236",20,6,1,48.83516264646664,2.385023778858236
5941,2024-12-05 05:00:00+00:00,152.0,4.82,Inconnu,3086,3085,"48.8823730629582, 2.3407546167604307",5,3,0,48.8823730629582,2.3407546167604307
4551,2025-02-12 13:00:00+00:00,371.0,4.82,Inconnu,2431,2432,"48.85609742238481, 2.2637359023933783",13,2,0,48.85609742238481,2.2637359023933783
5627,2025-05-09 09:00:00+00:00,799.0,3.80278,Fluide,2953,2954,"48.83800270173313, 2.3228057853639204",9,4,0,48.83800270173313,2.3228057853639204
5113,2025-06-05 03:00:00+00:00,325.0,4.82,Inconnu,2696,2697,"48.84811422337556, 2.3950198258881743",3,3,0,48.84811422337556,2.3950198258881743
1949,2025-09-02 10:00:00+00:00,26.0,1.15278,Fluide,3199,2134,"48.871755630518535, 2.339070920442879",10,1,0,48.871755630518535,2.339070920442879
5913,2025-12-02 08:00:00+00:00,461.0,13.89834,Fluide,766,3074,"48.851560641660456, 2.406164626296163",8,1,0,48.851560641660456,2.406164626296163
265,2026-01-02 14:00:00+00:00,67.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",14,4,0,48.87013078629782,2.3253579165449296
4439,2024-12-03 06:00:00+00:00,131.0,0.15334,Fluide,2372,2361,"48.87316168915602, 2.293664445415379",6,1,0,48.87316168915602,2.293664445415379
4992,2025-01-06 08:00:00+00:00,195.0,4.82,Inconnu,2642,2643,"48.82612552052872, 2.3586349037996417",8,0,0,48.82612552052872,2.3586349037996417
1907,2025-02-04 09:00:00+00:00,144.0,5.48945,Fluide,2054,2055,"48.88624000309515, 2.326234118222269",9,1,0,48.88624000309515,2.326234118222269
4822,2025-06-04 19:00:00+00:00,210.0,2.01722,Fluide,2570,2571,"48.84356747626758, 2.352326529221334",19,2,0,48.84356747626758,2.352326529221334
239,2025-09-02 12:00:00+00:00,722.0,14.84,Fluide,144,146,"48.87111910379434, 2.322386025149042",12,1,0,48.87111910379434,2.322386025149042
484,2025-11-04 23:00:00+00:00,537.0,4.82,Inconnu,288,3176,"48.84594291515949, 2.375046627440483",23,1,0,48.84594291515949,2.375046627440483
5024,2025-12-02 01:00:00+00:00,108.0,0.65555,Fluide,819,3071,"48.874450486916885, 2.3588087704867324",1,1,0,48.874450486916885,2.3588087704867324
1529,2026-01-04 19:00:00+00:00,504.0,6.60445,Fluide,815,2712,"48.83516264646664, 2.385023778858236",19,6,1,48.83516264646664,2.385023778858236
5941,2024-12-05 06:00:00+00:00,197.0,4.82,Inconnu,3086,3085,"48.8823730629582, 2.3407546167604307",6,3,0,48.8823730629582,2.3407546167604307
4551,2025-02-12 12:00:00+00:00,338.0,4.82,Inconnu,2431,2432,"48.85609742238481, 2.2637359023933783",12,2,0,48.85609742238481,2.2637359023933783
5629,2025-05-09 12:00:00+00:00,729.0,4.82,Inconnu,2954,2959,"48.84080196650605, 2.321589470777969",12,4,0,48.84080196650605,2.321589470777969
5113,2025-06-05 05:00:00+00:00,656.0,4.82,Inconnu,2696,2697,"48.84811422337556, 2.3950198258881743",5,3,0,48.84811422337556,2.3950198258881743
1949,2025-09-02 12:00:00+00:00,17.0,0.97389,Fluide,3199,2134,"48.871755630518535, 2.339070920442879",12,1,0,48.871755630518535,2.339070920442879
5915,2025-12-02 01:00:00+00:00,36.0,0.57389,Fluide,518,3074,"48.84971862680542, 2.406547066027419",1,1,0,48.84971862680542,2.406547066027419
265,2026-01-02 13:00:00+00:00,63.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",13,4,0,48.87013078629782,2.3253579165449296
4437,2024-12-03 00:00:00+00:00,136.0,1.67389,Fluide,2372,2371,"48.872108044534265, 2.2909219536293475",0,1,0,48.872108044534265,2.2909219536293475
4994,2025-01-06 08:00:00+00:00,195.0,4.82,Inconnu,2643,2645,"48.826366037315346, 2.361795987070072",8,0,0,48.826366037315346,2.361795987070072
1907,2025-02-04 08:00:00+00:00,168.0,4.84445,Fluide,2054,2055,"48.88624000309515, 2.326234118222269",8,1,0,48.88624000309515,2.326234118222269
4822,2025-06-04 18:00:00+00:00,306.0,3.81056,Fluide,2570,2571,"48.84356747626758, 2.352326529221334",18,2,0,48.84356747626758,2.352326529221334
5494,2025-07-23 21:00:00+00:00,1363.0,9.9,Fluide,2813,2883,"48.8271477323621, 2.3916184694072755",21,2,0,48.8271477323621,2.3916184694072755
1425,2025-08-26 10:00:00+00:00,52.0,1.93333,Fluide,736,757,"48.87171193274375, 2.4085467023416687",10,1,0,48.87171193274375,2.4085467023416687
5024,2025-12-02 02:00:00+00:00,68.5,0.71056,Fluide,819,3071,"48.874450486916885, 2.3588087704867324",2,1,0,48.874450486916885,2.3588087704867324
1529,2026-01-04 18:00:00+00:00,591.0,8.16,Fluide,815,2712,"48.83516264646664, 2.385023778858236",18,6,1,48.83516264646664,2.385023778858236
5941,2024-12-05 07:00:00+00:00,310.0,4.82,Inconnu,3086,3085,"48.8823730629582, 2.3407546167604307",7,3,0,48.8823730629582,2.3407546167604307
4957,2025-01-06 08:00:00+00:00,258.0,5.06334,Fluide,2624,2623,"48.87911680623351, 2.37043676573033",8,0,0,48.87911680623351,2.37043676573033
4556,2025-02-12 17:00:00+00:00,637.0,13.78,Fluide,2434,2433,"48.85172913817342, 2.2611846057764797",17,2,0,48.85172913817342,2.2611846057764797
5629,2025-05-09 10:00:00+00:00,840.0,4.82,Inconnu,2954,2959,"48.84080196650605, 2.321589470777969",10,4,0,48.84080196650605,2.321589470777969
5113,2025-06-05 06:00:00+00:00,977.0,4.82,Inconnu,2696,2697,"48.84811422337556, 2.3950198258881743",6,3,0,48.84811422337556,2.3950198258881743
4059,2025-09-02 12:00:00+00:00,816.0,2.45167,Fluide,3199,2137,"48.871631978380535, 2.3375742056951365",12,1,0,48.871631978380535,2.3375742056951365
5915,2025-12-02 02:00:00+00:00,38.0,0.28667,Fluide,518,3074,"48.84971862680542, 2.406547066027419",2,1,0,48.84971862680542,2.406547066027419
265,2026-01-02 12:00:00+00:00,43.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",12,4,0,48.87013078629782,2.3253579165449296
4437,2024-12-03 01:00:00+00:00,58.0,0.70167,Fluide,2372,2371,"48.872108044534265, 2.2909219536293475",1,1,0,48.872108044534265,2.2909219536293475
1907,2025-02-04 01:00:00+00:00,144.0,3.25389,Fluide,2054,2055,"48.88624000309515, 2.326234118222269",1,1,0,48.88624000309515,2.326234118222269
4822,2025-06-04 16:00:00+00:00,284.0,4.34056,Fluide,2570,2571,"48.84356747626758, 2.352326529221334",16,2,0,48.84356747626758,2.352326529221334
5494,2025-07-23 18:00:00+00:00,1786.0,12.45,Fluide,2813,2883,"48.8271477323621, 2.3916184694072755",18,2,0,48.8271477323621,2.3916184694072755
1425,2025-08-26 11:00:00+00:00,56.0,1.54945,Fluide,736,757,"48.87171193274375, 2.4085467023416687",11,1,0,48.87171193274375,2.4085467023416687
5024,2025-12-02 03:00:00+00:00,49.5,0.24778,Fluide,819,3071,"48.874450486916885, 2.3588087704867324",3,1,0,48.874450486916885,2.3588087704867324
1529,2026-01-04 17:00:00+00:00,620.0,7.30444,Fluide,815,2712,"48.83516264646664, 2.385023778858236",17,6,1,48.83516264646664,2.385023778858236
5944,2024-12-05 02:00:00+00:00,258.0,3.09556,Fluide,3087,3088,"48.88303070832735, 2.3457042871915945",2,3,0,48.88303070832735,2.3457042871915945
4556,2025-02-12 16:00:00+00:00,474.0,11.05334,Fluide,2434,2433,"48.85172913817342, 2.2611846057764797",16,2,0,48.85172913817342,2.2611846057764797
4674,2025-07-23 17:00:00+00:00,324.0,3.39833,Fluide,2492,2486,"48.83846303284102, 2.253254147793701",17,2,0,48.83846303284102,2.253254147793701
1952,2025-09-02 10:00:00+00:00,26.0,10.52722,Fluide,2138,2137,"48.87120904534737, 2.335804688373502",10,1,0,48.87120904534737,2.335804688373502
4807,2025-11-04 15:00:00+00:00,716.0,14.63889,Fluide,2560,2541,"48.837657956487604, 2.351096989184593",15,1,0,48.837657956487604,2.351096989184593
5915,2025-12-02 05:00:00+00:00,49.0,0.42223,Fluide,518,3074,"48.84971862680542, 2.406547066027419",5,1,0,48.84971862680542,2.406547066027419
265,2026-01-02 07:00:00+00:00,14.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",7,4,0,48.87013078629782,2.3253579165449296
4437,2024-12-03 03:00:00+00:00,28.0,0.32833,Fluide,2372,2371,"48.872108044534265, 2.2909219536293475",3,1,0,48.872108044534265,2.2909219536293475
4997,2025-01-06 08:00:00+00:00,195.0,4.05778,Fluide,2645,2646,"48.82680379440379, 2.3650577082908475",8,0,0,48.82680379440379,2.3650577082908475
5648,2025-05-09 12:00:00+00:00,78.0,1.55,Fluide,2793,2962,"48.87224971568055, 2.2750606427692492",12,4,0,48.87224971568055,2.2750606427692492
5494,2025-07-23 16:00:00+00:00,1575.0,10.85,Fluide,2813,2883,"48.8271477323621, 2.3916184694072755",16,2,0,48.8271477323621,2.3916184694072755
1427,2025-08-26 10:00:00+00:00,52.0,1.545,Fluide,757,758,"48.86984721860958, 2.4087418384881527",10,1,0,48.86984721860958,2.4087418384881527
241,2025-09-02 11:00:00+00:00,712.0,4.82,Inconnu,148,147,"48.86945849486307, 2.3235411237810526",11,1,0,48.86945849486307,2.3235411237810526
5024,2025-12-02 04:00:00+00:00,53.0,0.43722,Fluide,819,3071,"48.874450486916885, 2.3588087704867324",4,1,0,48.874450486916885,2.3588087704867324
1529,2026-01-04 16:00:00+00:00,555.0,7.61167,Fluide,815,2712,"48.83516264646664, 2.385023778858236",16,6,1,48.83516264646664,2.385023778858236
5944,2024-12-05 05:00:00+00:00,132.0,1.32056,Fluide,3087,3088,"48.88303070832735, 2.3457042871915945",5,3,0,48.88303070832735,2.3457042871915945
4959,2025-01-06 08:00:00+00:00,244.0,13.48278,Fluide,399,2626,"48.826912730723194, 2.3383679454922506",8,0,0,48.826912730723194,2.3383679454922506
4556,2025-02-12 13:00:00+00:00,342.0,9.16389,Fluide,2434,2433,"48.85172913817342, 2.2611846057764797",13,2,0,48.85172913817342,2.2611846057764797
4674,2025-07-23 15:00:00+00:00,333.0,3.59056,Fluide,2492,2486,"48.83846303284102, 2.253254147793701",15,2,0,48.83846303284102,2.253254147793701
1869,2025-08-04 23:00:00+00:00,201.0,2.07778,Fluide,3643,2025,"48.895412136393, 2.312051850207023",23,0,0,48.895412136393,2.312051850207023
1952,2025-09-02 12:00:00+00:00,17.0,15.16389,Pré-saturé,2138,2137,"48.87120904534737, 2.335804688373502",12,1,0,48.87120904534737,2.335804688373502
4807,2025-11-04 16:00:00+00:00,778.0,38.82222,Saturé,2560,2541,"48.837657956487604, 2.351096989184593",16,1,0,48.837657956487604,2.351096989184593
5915,2025-12-02 06:00:00+00:00,125.0,1.14389,Fluide,518,3074,"48.84971862680542, 2.406547066027419",6,1,0,48.84971862680542,2.406547066027419
265,2026-01-02 06:00:00+00:00,12.0,4.82,Inconnu,152,157,"48.87013078629782, 2.3253579165449296",6,4,0,48.87013078629782,2.3253579165449296
4437,2024-12-03 04:00:00+00:00,25.0,0.25056,Fluide,2372,2371,"48.872108044534265, 2.2909219536293475",4,1,0,48.872108044534265,2.2909219536293475
4999,2025-01-06 08:00:00+00:00,195.0,4.82,Inconnu,2646,2648,"48.82712702790348, 2.367477908445093",8,0,0,48.82712702790348,2.367477908445093
5648,2025-05-09 10:00:00+00:00,102.0,1.68222,Fluide,2793,2962,"48.87224971568055, 2.2750606427692492",10,4,0,48.87224971568055,2.2750606427692492
5494,2025-07-23 14:00:00+00:00,1498.0,10.0,Fluide,2813,2883,"48.8271477323621, 2.3916184694072755",14,2,0,48.8271477323621,2.3916184694072755
1429,2025-08-26 11:00:00+00:00,56.0,3.83611,Fluide,760,759,"48.86753801663049, 2.408802163448727",11,1,0,48.86753801663049,2.408802163448727
241,2025-09-02 12:00:00+00:00,722.0,4.82,Inconnu,148,147,"48.86945849486307, 2.3235411237810526",12,1,0,48.86945849486307,2.3235411237810526
