Identifiant arc,Date et heure de comptage,Débit horaire,Taux d'occupation,Etat trafic,Identifiant noeud amont,Identifiant noeud aval,geo_point_2d,heure,jour_semaine,is_weekend,lat,lon
4718,2025-01-06 08:00:00+00:00,416.0,3.97778,Fluide,2515,2517,"48.844066386764055, 2.270179888038962",8,0,0,48.844066386764055,2.270179888038962
5388,2025-04-03 19:00:00+00:00,3000.0,11.95,Fluide,788,2842,"48.88143611923031, 2.4027147272323033",19,3,0,48.88143611923031,2.4027147272323033
5595,2025-05-09 11:00:00+00:00,284.0,10.34889,Fluide,2940,2931,"48.84543110594151, 2.3096332311820897",11,4,0,48.84543110594151,2.3096332311820897
4843,2025-07-23 19:00:00+00:00,228.0,3.50389,Fluide,3026,2579,"48.843812573208986, 2.3826424293292057",19,2,0,48.843812573208986,2.3826424293292057
1411,2025-08-26 11:00:00+00:00,21.0,1.39111,Fluide,719,704,"48.86497465951383, 2.396373256417298",11,1,0,48.86497465951383,2.396373256417298
5124,2026-01-04 21:00:00+00:00,81.0,1.18167,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",21,6,1,48.83502836904792,2.3763485871727865
5924,2024-12-05 01:00:00+00:00,91.0,2.48778,Fluide,3077,3078,"48.863196030069155, 2.2839111225254483",1,3,0,48.863196030069155,2.2839111225254483
4544,2025-02-12 11:00:00+00:00,317.0,1.125,Fluide,2421,2420,"48.86557642596336, 2.27058360277721",11,2,0,48.86557642596336,2.27058360277721
5376,2025-04-03 22:00:00+00:00,3000.0,8.65,Fluide,955,2839,"48.9009780804202, 2.3584049527526894",22,3,0,48.9009780804202,2.3584049527526894
5581,2025-05-09 09:00:00+00:00,627.0,4.82,Inconnu,2931,2932,"48.844355857651436, 2.308521034440683",9,4,0,48.844355857651436,2.308521034440683
4652,2025-07-23 19:00:00+00:00,202.0,5.47278,Fluide,2454,2477,"48.83924385408542, 2.256514232760037",19,2,0,48.83924385408542,2.256514232760037
1849,2025-08-05 00:00:00+00:00,68.0,0.43389,Fluide,2005,2007,"48.89777387556467, 2.332412236546485",0,1,0,48.89777387556467,2.332412236546485
1626,2025-09-02 09:00:00+00:00,384.0,1.09222,Fluide,834,863,"48.884667493369705, 2.3495466291706064",9,1,0,48.884667493369705,2.3495466291706064
5866,2025-10-10 18:00:00+00:00,467.0,3.28945,Fluide,3044,2591,"48.83974634621555, 2.3839182079892245",18,4,0,48.83974634621555,2.3839182079892245
4736,2025-11-04 19:00:00+00:00,266.0,7.18722,Fluide,2525,2524,"48.84963978662583, 2.393945254553237",19,1,0,48.84963978662583,2.393945254553237
4721,2025-01-06 08:00:00+00:00,416.0,4.82,Inconnu,2519,2470,"48.841243384968124, 2.265818193258605",8,0,0,48.841243384968124,2.265818193258605
5388,2025-04-03 20:00:00+00:00,3000.0,11.8,Fluide,788,2842,"48.88143611923031, 2.4027147272323033",20,3,0,48.88143611923031,2.4027147272323033
4843,2025-07-23 18:00:00+00:00,330.0,5.13778,Fluide,3026,2579,"48.843812573208986, 2.3826424293292057",18,2,0,48.843812573208986,2.3826424293292057
5124,2026-01-04 19:00:00+00:00,228.0,3.10056,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",19,6,1,48.83502836904792,2.3763485871727865
5924,2024-12-05 03:00:00+00:00,23.0,0.51,Fluide,3077,3078,"48.863196030069155, 2.2839111225254483",3,3,0,48.863196030069155,2.2839111225254483
5377,2025-04-03 15:00:00+00:00,3000.0,8.45,Fluide,957,2840,"48.90081814801813, 2.3584028379931463",15,3,0,48.90081814801813,2.3584028379931463
5582,2025-05-09 12:00:00+00:00,454.0,4.82,Inconnu,2932,2933,"48.843172234909545, 2.3045152748082116",12,4,0,48.843172234909545,2.3045152748082116
4652,2025-07-23 17:00:00+00:00,306.0,5.93945,Fluide,2454,2477,"48.83924385408542, 2.256514232760037",17,2,0,48.83924385408542,2.256514232760037
1849,2025-08-05 03:00:00+00:00,34.0,0.22945,Fluide,2005,2007,"48.89777387556467, 2.332412236546485",3,1,0,48.89777387556467,2.332412236546485
1633,2025-09-02 09:00:00+00:00,517.0,34.98223,Saturé,866,865,"48.88892324862679, 2.349498007390421",9,1,0,48.88892324862679,2.349498007390421
5872,2025-10-10 18:00:00+00:00,460.0,4.01944,Fluide,928,3048,"48.89882236803827, 2.3734861820251627",18,4,0,48.89882236803827,2.3734861820251627
4736,2025-11-04 20:00:00+00:00,339.0,7.48445,Fluide,2525,2524,"48.84963978662583, 2.393945254553237",20,1,0,48.84963978662583,2.393945254553237
4722,2025-01-06 08:00:00+00:00,305.0,2.97833,Fluide,2470,2519,"48.84108156310435, 2.2658225696152674",8,0,0,48.84108156310435,2.2658225696152674
5388,2025-04-03 21:00:00+00:00,3000.0,10.3,Fluide,788,2842,"48.88143611923031, 2.4027147272323033",21,3,0,48.88143611923031,2.4027147272323033
4843,2025-07-23 16:00:00+00:00,386.0,4.82389,Fluide,3026,2579,"48.843812573208986, 2.3826424293292057",16,2,0,48.843812573208986,2.3826424293292057
5868,2025-12-02 03:00:00+00:00,27.0,0.09333,Fluide,520,3046,"48.83620238369499, 2.4044924142456727",3,1,0,48.83620238369499,2.4044924142456727
5124,2026-01-04 16:00:00+00:00,248.0,4.12945,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",16,6,1,48.83502836904792,2.3763485871727865
5924,2024-12-05 04:00:00+00:00,37.0,0.57778,Fluide,3077,3078,"48.863196030069155, 2.2839111225254483",4,3,0,48.863196030069155,2.2839111225254483
4534,2025-02-12 17:00:00+00:00,570.0,0.77667,Fluide,2410,2420,"48.863793259978145, 2.269311416873353",17,2,0,48.863793259978145,2.269311416873353
5377,2025-04-03 16:00:00+00:00,3000.0,8.45,Fluide,957,2840,"48.90081814801813, 2.3584028379931463",16,3,0,48.90081814801813,2.3584028379931463
5582,2025-05-09 11:00:00+00:00,523.0,4.82,Inconnu,2932,2933,"48.843172234909545, 2.3045152748082116",11,4,0,48.843172234909545,2.3045152748082116
4652,2025-07-23 16:00:00+00:00,284.0,9.19945,Fluide,2454,2477,"48.83924385408542, 2.256514232760037",16,2,0,48.83924385408542,2.256514232760037
1849,2025-08-05 04:00:00+00:00,35.0,0.29111,Fluide,2005,2007,"48.89777387556467, 2.332412236546485",4,1,0,48.89777387556467,2.332412236546485
1635,2025-09-02 09:00:00+00:00,517.0,14.46389,Fluide,867,866,"48.8900169249291, 2.3495060215553645",9,1,0,48.8900169249291,2.3495060215553645
5873,2025-10-10 18:00:00+00:00,583.0,6.14278,Fluide,164,2469,"48.86496171530494, 2.311933487170441",18,4,0,48.86496171530494,2.311933487170441
4735,2025-11-04 15:00:00+00:00,456.0,32.945,Saturé,2524,2525,"48.84956140744161, 2.3937739035265966",15,1,0,48.84956140744161,2.3937739035265966
4723,2025-01-06 08:00:00+00:00,305.0,2.97833,Fluide,2519,2517,"48.84208424261771, 2.267801220950777",8,0,0,48.84208424261771,2.267801220950777
4844,2025-07-23 19:00:00+00:00,435.0,36.63944,Saturé,2580,2581,"48.887455517678035, 2.3877553012294106",19,2,0,48.887455517678035,2.3877553012294106
1431,2025-08-26 11:00:00+00:00,56.0,3.83611,Fluide,759,707,"48.86587475863092, 2.40871854403877",11,1,0,48.86587475863092,2.40871854403877
5124,2026-01-04 13:00:00+00:00,197.0,2.43667,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",13,6,1,48.83502836904792,2.3763485871727865
5924,2024-12-05 06:00:00+00:00,292.0,4.06056,Fluide,3077,3078,"48.863196030069155, 2.2839111225254483",6,3,0,48.863196030069155,2.2839111225254483
4714,2025-01-06 08:00:00+00:00,387.0,3.30389,Fluide,2401,2398,"48.84804612493832, 2.2744499450918525",8,0,0,48.84804612493832,2.2744499450918525
5377,2025-04-03 17:00:00+00:00,3000.0,9.2,Fluide,957,2840,"48.90081814801813, 2.3584028379931463",17,3,0,48.90081814801813,2.3584028379931463
5583,2025-05-09 10:00:00+00:00,566.0,4.82,Inconnu,2933,2934,"48.84232274416455, 2.3016462641490008",10,4,0,48.84232274416455,2.3016462641490008
4652,2025-07-23 15:00:00+00:00,248.0,6.49889,Fluide,2454,2477,"48.83924385408542, 2.256514232760037",15,2,0,48.83924385408542,2.256514232760037
1849,2025-08-05 05:00:00+00:00,86.0,0.57611,Fluide,2005,2007,"48.89777387556467, 2.332412236546485",5,1,0,48.89777387556467,2.332412236546485
1632,2025-09-02 09:00:00+00:00,358.0,6.55833,Fluide,865,866,"48.88892473869973, 2.349647322416861",9,1,0,48.88892473869973,2.349647322416861
5877,2025-10-10 18:00:00+00:00,292.0,4.82,Inconnu,3050,3052,"48.83873806344009, 2.357770481234704",18,4,0,48.83873806344009,2.357770481234704
4735,2025-11-04 16:00:00+00:00,504.0,25.68389,Pré-saturé,2524,2525,"48.84956140744161, 2.3937739035265966",16,1,0,48.84956140744161,2.3937739035265966
5868,2025-12-02 00:00:00+00:00,39.0,0.14444,Fluide,520,3046,"48.83620238369499, 2.4044924142456727",0,1,0,48.83620238369499,2.4044924142456727
4730,2025-01-06 08:00:00+00:00,618.0,9.345,Fluide,2401,2387,"48.846017373400386, 2.2770820655040804",8,0,0,48.846017373400386,2.2770820655040804
5581,2025-05-09 12:00:00+00:00,454.0,4.82,Inconnu,2931,2932,"48.844355857651436, 2.308521034440683",12,4,0,48.844355857651436,2.308521034440683
4844,2025-07-23 17:00:00+00:00,452.0,37.36444,Saturé,2580,2581,"48.887455517678035, 2.3877553012294106",17,2,0,48.887455517678035,2.3877553012294106
5868,2025-12-02 08:00:00+00:00,159.0,0.41111,Fluide,520,3046,"48.83620238369499, 2.4044924142456727",8,1,0,48.83620238369499,2.4044924142456727
5124,2026-01-04 12:00:00+00:00,212.0,2.76611,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",12,6,1,48.83502836904792,2.3763485871727865
5924,2024-12-05 08:00:00+00:00,712.0,36.34889,Saturé,3077,3078,"48.863196030069155, 2.2839111225254483",8,3,0,48.863196030069155,2.2839111225254483
4717,2025-01-06 08:00:00+00:00,305.0,10.77389,Fluide,2515,2401,"48.8462786192296, 2.2726666742368704",8,0,0,48.8462786192296,2.2726666742368704
4534,2025-02-12 16:00:00+00:00,362.0,0.84722,Fluide,2410,2420,"48.863793259978145, 2.269311416873353",16,2,0,48.863793259978145,2.269311416873353
5377,2025-04-03 19:00:00+00:00,3000.0,8.3,Fluide,957,2840,"48.90081814801813, 2.3584028379931463",19,3,0,48.90081814801813,2.3584028379931463
5584,2025-05-09 12:00:00+00:00,454.0,1.62334,Fluide,2934,2935,"48.841785357553135, 2.2998494920306953",12,4,0,48.841785357553135,2.2998494920306953
4652,2025-07-23 14:00:00+00:00,233.0,5.585,Fluide,2454,2477,"48.83924385408542, 2.256514232760037",14,2,0,48.83924385408542,2.256514232760037
6710,2025-10-10 18:00:00+00:00,245.0,1.88723,Fluide,499,500,"48.82884751204656, 2.389058336035785",18,4,0,48.82884751204656,2.389058336035785
4735,2025-11-04 17:00:00+00:00,474.0,18.21111,Pré-saturé,2524,2525,"48.84956140744161, 2.3937739035265966",17,1,0,48.84956140744161,2.3937739035265966
5868,2025-12-02 01:00:00+00:00,20.0,0.04389,Fluide,520,3046,"48.83620238369499, 2.4044924142456727",1,1,0,48.83620238369499,2.4044924142456727
5581,2025-05-09 11:00:00+00:00,523.0,4.82,Inconnu,2931,2932,"48.844355857651436, 2.308521034440683",11,4,0,48.844355857651436,2.308521034440683
4798,2025-06-04 22:00:00+00:00,125.0,4.82,Inconnu,3191,2545,"48.83893493256619, 2.39746956736164",22,2,0,48.83893493256619,2.39746956736164
4844,2025-07-23 16:00:00+00:00,396.0,60.65056,Bloqué,2580,2581,"48.887455517678035, 2.3877553012294106",16,2,0,48.887455517678035,2.3877553012294106
4507,2025-12-02 01:00:00+00:00,32.0,4.82,Inconnu,2403,3047,"48.84850677734933, 2.27578879203503",1,1,0,48.84850677734933,2.27578879203503
5124,2026-01-04 11:00:00+00:00,294.0,4.28278,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",11,6,1,48.83502836904792,2.3763485871727865
4720,2025-01-06 08:00:00+00:00,416.0,7.67722,Fluide,2517,2519,"48.842158227214426, 2.2676407752641303",8,0,0,48.842158227214426,2.2676407752641303
4805,2025-03-10 21:00:00+00:00,196.0,1.45111,Fluide,2541,2560,"48.83770631948015, 2.3512875916189055",21,0,0,48.83770631948015,2.3512875916189055
5377,2025-04-03 21:00:00+00:00,3000.0,9.9,Fluide,957,2840,"48.90081814801813, 2.3584028379931463",21,3,0,48.90081814801813,2.3584028379931463
5584,2025-05-09 10:00:00+00:00,566.0,2.29722,Fluide,2934,2935,"48.841785357553135, 2.2998494920306953",10,4,0,48.841785357553135,2.2998494920306953
4653,2025-07-23 22:00:00+00:00,276.0,4.82,Inconnu,2477,2454,"48.839259405492186, 2.256716307180369",22,2,0,48.839259405492186,2.256716307180369
6711,2025-10-10 18:00:00+00:00,385.0,0.89167,Fluide,510,3476,"48.838510947685215, 2.4083628479886956",18,4,0,48.838510947685215,2.4083628479886956
4735,2025-11-04 18:00:00+00:00,433.0,11.69278,Fluide,2524,2525,"48.84956140744161, 2.3937739035265966",18,1,0,48.84956140744161,2.3937739035265966
5868,2025-12-02 02:00:00+00:00,17.0,0.06222,Fluide,520,3046,"48.83620238369499, 2.4044924142456727",2,1,0,48.83620238369499,2.4044924142456727
4735,2025-01-06 08:00:00+00:00,326.0,12.90389,Fluide,2524,2525,"48.84956140744161, 2.3937739035265966",8,0,0,48.84956140744161,2.3937739035265966
5582,2025-05-09 10:00:00+00:00,566.0,4.82,Inconnu,2932,2933,"48.843172234909545, 2.3045152748082116",10,4,0,48.843172234909545,2.3045152748082116
4798,2025-06-04 16:00:00+00:00,187.0,4.82,Inconnu,3191,2545,"48.83893493256619, 2.39746956736164",16,2,0,48.83893493256619,2.39746956736164
4844,2025-07-23 15:00:00+00:00,393.0,57.35833,Bloqué,2580,2581,"48.887455517678035, 2.3877553012294106",15,2,0,48.887455517678035,2.3877553012294106
1331,2025-08-26 10:00:00+00:00,164.0,3.54222,Fluide,702,711,"48.866099535409, 2.373992147402106",10,1,0,48.866099535409,2.373992147402106
6096,2025-11-04 17:00:00+00:00,334.0,3.2,Fluide,2827,3160,"48.86413465985492, 2.413901213118491",17,1,0,48.86413465985492,2.413901213118491
4507,2025-12-02 04:00:00+00:00,7.0,4.82,Inconnu,2403,3047,"48.84850677734933, 2.27578879203503",4,1,0,48.84850677734933,2.27578879203503
5124,2026-01-04 08:00:00+00:00,52.0,0.79945,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",8,6,1,48.83502836904792,2.3763485871727865
4724,2025-01-06 08:00:00+00:00,305.0,2.97833,Fluide,2517,2515,"48.84394833535562, 2.2702852275358882",8,0,0,48.84394833535562,2.2702852275358882
4534,2025-02-12 14:00:00+00:00,322.0,0.90056,Fluide,2410,2420,"48.863793259978145, 2.269311416873353",14,2,0,48.863793259978145,2.269311416873353
4805,2025-03-10 18:00:00+00:00,234.0,2.495,Fluide,2541,2560,"48.83770631948015, 2.3512875916189055",18,0,0,48.83770631948015,2.3512875916189055
5377,2025-04-03 22:00:00+00:00,3000.0,9.3,Fluide,957,2840,"48.90081814801813, 2.3584028379931463",22,3,0,48.90081814801813,2.3584028379931463
5585,2025-05-09 12:00:00+00:00,454.0,1.62334,Fluide,2935,2936,"48.84100517477755, 2.2973932189364996",12,4,0,48.84100517477755,2.2973932189364996
4653,2025-07-23 20:00:00+00:00,100.0,4.82,Inconnu,2477,2454,"48.839259405492186, 2.256716307180369",20,2,0,48.839259405492186,2.256716307180369
4735,2025-11-04 21:00:00+00:00,233.0,4.54722,Fluide,2524,2525,"48.84956140744161, 2.3937739035265966",21,1,0,48.84956140744161,2.3937739035265966
5868,2025-12-02 04:00:00+00:00,28.0,0.05556,Fluide,520,3046,"48.83620238369499, 2.4044924142456727",4,1,0,48.83620238369499,2.4044924142456727
4736,2025-01-06 08:00:00+00:00,493.0,11.91778,Fluide,2525,2524,"48.84963978662583, 2.393945254553237",8,0,0,48.84963978662583,2.393945254553237
1109,2025-03-11 09:00:00+00:00,875.0,4.82,Inconnu,617,616,"48.83389274439757, 2.276936858467277",9,1,0,48.83389274439757,2.276936858467277
5405,2025-04-03 15:00:00+00:00,3000.0,19.2,Pré-saturé,2082,2849,"48.9003948783181, 2.322057997228478",15,3,0,48.9003948783181,2.322057997228478
5582,2025-05-09 09:00:00+00:00,627.0,4.82,Inconnu,2932,2933,"48.843172234909545, 2.3045152748082116",9,4,0,48.843172234909545,2.3045152748082116
4845,2025-07-23 22:00:00+00:00,153.0,2.54,Fluide,2579,2661,"48.84482801628084, 2.380555471987928",22,2,0,48.84482801628084,2.380555471987928
1331,2025-08-26 11:00:00+00:00,168.0,4.63056,Fluide,702,711,"48.866099535409, 2.373992147402106",11,1,0,48.866099535409,2.373992147402106
493,2025-10-09 13:00:00+00:00,188.0,6.04222,Fluide,294,293,"48.84363961464847, 2.3656555500136944",13,3,0,48.84363961464847,2.3656555500136944
6096,2025-11-04 21:00:00+00:00,436.0,6.2,Fluide,2827,3160,"48.86413465985492, 2.413901213118491",21,1,0,48.86413465985492,2.413901213118491
4507,2025-12-02 07:00:00+00:00,219.0,4.82,Inconnu,2403,3047,"48.84850677734933, 2.27578879203503",7,1,0,48.84850677734933,2.27578879203503
5124,2026-01-04 07:00:00+00:00,52.0,0.84167,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",7,6,1,48.83502836904792,2.3763485871727865
4542,2025-02-12 14:00:00+00:00,337.0,2.345,Fluide,2422,2421,"48.867703083346534, 2.272388791542526",14,2,0,48.867703083346534,2.272388791542526
4805,2025-03-10 17:00:00+00:00,259.0,2.44389,Fluide,2541,2560,"48.83770631948015, 2.3512875916189055",17,0,0,48.83770631948015,2.3512875916189055
5384,2025-04-03 18:00:00+00:00,3000.0,18.7,Pré-saturé,941,2841,"48.89868823220737, 2.393102826791801",18,3,0,48.89868823220737,2.393102826791801
5585,2025-05-09 11:00:00+00:00,523.0,6.40778,Fluide,2935,2936,"48.84100517477755, 2.2973932189364996",11,4,0,48.84100517477755,2.2973932189364996
4653,2025-07-23 19:00:00+00:00,138.0,4.82,Inconnu,2477,2454,"48.839259405492186, 2.256716307180369",19,2,0,48.839259405492186,2.256716307180369
1852,2025-08-05 02:00:00+00:00,144.0,4.82,Inconnu,2006,2009,"48.89838243914453, 2.329395341751849",2,1,0,48.89838243914453,2.329395341751849
4735,2025-11-04 22:00:00+00:00,233.0,4.43222,Fluide,2524,2525,"48.84956140744161, 2.3937739035265966",22,1,0,48.84956140744161,2.3937739035265966
5868,2025-12-02 05:00:00+00:00,25.0,0.04889,Fluide,520,3046,"48.83620238369499, 2.4044924142456727",5,1,0,48.83620238369499,2.4044924142456727
1109,2025-03-11 07:00:00+00:00,781.0,4.82,Inconnu,617,616,"48.83389274439757, 2.276936858467277",7,1,0,48.83389274439757,2.276936858467277
5405,2025-04-03 17:00:00+00:00,3000.0,24.6,Pré-saturé,2082,2849,"48.9003948783181, 2.322057997228478",17,3,0,48.9003948783181,2.322057997228478
5583,2025-05-09 12:00:00+00:00,454.0,4.82,Inconnu,2933,2934,"48.84232274416455, 2.3016462641490008",12,4,0,48.84232274416455,2.3016462641490008
4845,2025-07-23 20:00:00+00:00,200.0,3.64222,Fluide,2579,2661,"48.84482801628084, 2.380555471987928",20,2,0,48.84482801628084,2.380555471987928
493,2025-10-09 17:00:00+00:00,191.0,8.06834,Fluide,294,293,"48.84363961464847, 2.3656555500136944",17,3,0,48.84363961464847,2.3656555500136944
4507,2025-12-02 08:00:00+00:00,363.0,4.82,Inconnu,2403,3047,"48.84850677734933, 2.27578879203503",8,1,0,48.84850677734933,2.27578879203503
5124,2026-01-04 03:00:00+00:00,47.0,0.84445,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",3,6,1,48.83502836904792,2.3763485871727865
4542,2025-02-12 13:00:00+00:00,320.0,2.07111,Fluide,2422,2421,"48.867703083346534, 2.272388791542526",13,2,0,48.867703083346534,2.272388791542526
5384,2025-04-03 19:00:00+00:00,3000.0,14.75,Fluide,941,2841,"48.89868823220737, 2.393102826791801",19,3,0,48.89868823220737,2.393102826791801
5585,2025-05-09 10:00:00+00:00,566.0,2.29722,Fluide,2935,2936,"48.84100517477755, 2.2973932189364996",10,4,0,48.84100517477755,2.2973932189364996
4653,2025-07-23 18:00:00+00:00,149.0,4.82,Inconnu,2477,2454,"48.839259405492186, 2.256716307180369",18,2,0,48.839259405492186,2.256716307180369
1852,2025-08-05 03:00:00+00:00,141.0,4.82,Inconnu,2006,2009,"48.89838243914453, 2.329395341751849",3,1,0,48.89838243914453,2.329395341751849
6715,2025-10-10 18:00:00+00:00,145.0,4.82,Inconnu,3478,516,"48.85202026773289, 2.410777863746498",18,4,0,48.85202026773289,2.410777863746498
5868,2025-12-02 06:00:00+00:00,51.0,0.13834,Fluide,520,3046,"48.83620238369499, 2.4044924142456727",6,1,0,48.83620238369499,2.4044924142456727
1109,2025-03-11 02:00:00+00:00,100.0,4.82,Inconnu,617,616,"48.83389274439757, 2.276936858467277",2,1,0,48.83389274439757,2.276936858467277
5405,2025-04-03 18:00:00+00:00,3000.0,18.95,Pré-saturé,2082,2849,"48.9003948783181, 2.322057997228478",18,3,0,48.9003948783181,2.322057997228478
5583,2025-05-09 11:00:00+00:00,523.0,4.82,Inconnu,2933,2934,"48.84232274416455, 2.3016462641490008",11,4,0,48.84232274416455,2.3016462641490008
4845,2025-07-23 19:00:00+00:00,265.0,5.14722,Fluide,2579,2661,"48.84482801628084, 2.380555471987928",19,2,0,48.84482801628084,2.380555471987928
1341,2025-08-26 10:00:00+00:00,217.0,5.94444,Fluide,716,712,"48.866062231632796, 2.370124271624222",10,1,0,48.866062231632796,2.370124271624222
493,2025-10-09 19:00:00+00:00,133.0,4.27389,Fluide,294,293,"48.84363961464847, 2.3656555500136944",19,3,0,48.84363961464847,2.3656555500136944
5872,2025-12-02 00:00:00+00:00,99.0,0.66278,Fluide,928,3048,"48.89882236803827, 2.3734861820251627",0,1,0,48.89882236803827,2.3734861820251627
5124,2026-01-04 01:00:00+00:00,89.0,1.52111,Fluide,2253,2703,"48.83502836904792, 2.3763485871727865",1,6,1,48.83502836904792,2.3763485871727865
4542,2025-02-12 12:00:00+00:00,373.0,2.27445,Fluide,2422,2421,"48.867703083346534, 2.272388791542526",12,2,0,48.867703083346534,2.272388791542526
4810,2025-03-10 23:00:00+00:00,99.0,1.66778,Fluide,2560,2565,"48.83921118500681, 2.3510397960535245",23,0,0,48.83921118500681,2.3510397960535245
5384,2025-04-03 20:00:00+00:00,3000.0,12.05,Fluide,941,2841,"48.89868823220737, 2.393102826791801",20,3,0,48.89868823220737,2.393102826791801
5585,2025-05-09 09:00:00+00:00,627.0,2.43834,Fluide,2935,2936,"48.84100517477755, 2.2973932189364996",9,4,0,48.84100517477755,2.2973932189364996
4653,2025-07-23 16:00:00+00:00,194.0,4.82,Inconnu,2477,2454,"48.839259405492186, 2.256716307180369",16,2,0,48.839259405492186,2.256716307180369
1852,2025-08-05 06:00:00+00:00,588.0,4.82,Inconnu,2006,2009,"48.89838243914453, 2.329395341751849",6,1,0,48.89838243914453,2.329395341751849
6716,2025-10-10 18:00:00+00:00,63.0,1.655,Fluide,3479,734,"48.87479438202579, 2.408048165040043",18,4,0,48.87479438202579,2.408048165040043
4507,2025-12-02 00:00:00+00:00,56.0,4.82,Inconnu,2403,3047,"48.84850677734933, 2.27578879203503",0,1,0,48.84850677734933,2.27578879203503
4750,2025-01-06 08:00:00+00:00,282.0,4.21722,Fluide,2527,2534,"48.85078094676716, 2.3983770384952106",8,0,0,48.85078094676716,2.3983770384952106
1109,2025-03-11 01:00:00+00:00,138.0,4.82,Inconnu,617,616,"48.83389274439757, 2.276936858467277",1,1,0,48.83389274439757,2.276936858467277
5405,2025-04-03 20:00:00+00:00,3000.0,9.15,Fluide,2082,2849,"48.9003948783181, 2.322057997228478",20,3,0,48.9003948783181,2.322057997228478
5583,2025-05-09 09:00:00+00:00,627.0,4.82,Inconnu,2933,2934,"48.84232274416455, 2.3016462641490008",9,4,0,48.84232274416455,2.3016462641490008
4845,2025-07-23 17:00:00+00:00,267.0,4.81445,Fluide,2579,2661,"48.84482801628084, 2.380555471987928",17,2,0,48.84482801628084,2.380555471987928
1341,2025-08-26 11:00:00+00:00,195.0,5.21444,Fluide,716,712,"48.866062231632796, 2.370124271624222",11,1,0,48.866062231632796,2.370124271624222
493,2025-10-09 20:00:00+00:00,113.0,3.49778,Fluide,294,293,"48.84363961464847, 2.3656555500136944",20,3,0,48.84363961464847,2.3656555500136944
5872,2025-12-02 01:00:00+00:00,96.0,0.59556,Fluide,928,3048,"48.89882236803827, 2.3734861820251627",1,1,0,48.89882236803827,2.3734861820251627
5137,2026-01-04 23:00:00+00:00,75.0,1.31556,Fluide,900,2703,"48.836604745252565, 2.374453399065095",23,6,1,48.836604745252565,2.374453399065095
4729,2025-01-06 08:00:00+00:00,335.0,6.83611,Fluide,2387,2401,"48.84741768471621, 2.2736923088892436",8,0,0,48.84741768471621,2.2736923088892436
4542,2025-02-12 11:00:00+00:00,317.0,1.87722,Fluide,2422,2421,"48.867703083346534, 2.272388791542526",11,2,0,48.867703083346534,2.272388791542526
4810,2025-03-10 19:00:00+00:00,180.0,4.98,Fluide,2560,2565,"48.83921118500681, 2.3510397960535245",19,0,0,48.83921118500681,2.3510397960535245
5384,2025-04-03 21:00:00+00:00,3000.0,10.35,Fluide,941,2841,"48.89868823220737, 2.393102826791801",21,3,0,48.89868823220737,2.393102826791801
5672,2025-05-09 12:00:00+00:00,170.0,4.82,Inconnu,2973,2937,"48.83866476884104, 2.2932859242574652",12,4,0,48.83866476884104,2.2932859242574652
4653,2025-07-23 15:00:00+00:00,213.0,4.82,Inconnu,2477,2454,"48.839259405492186, 2.256716307180369",15,2,0,48.839259405492186,2.256716307180369
1774,2025-09-02 09:00:00+00:00,380.0,4.82,Inconnu,902,873,"48.89841309821038, 2.3575155019930447",9,1,0,48.89841309821038,2.3575155019930447
4507,2025-12-02 02:00:00+00:00,17.0,4.82,Inconnu,2403,3047,"48.84850677734933, 2.27578879203503",2,1,0,48.84850677734933,2.27578879203503
5407,2025-04-03 15:00:00+00:00,3000.0,16.35,Pré-saturé,2087,2850,"48.89611867048954, 2.3087392624175873",15,3,0,48.89611867048954,2.3087392624175873
5584,2025-05-09 11:00:00+00:00,523.0,6.40778,Fluide,2934,2935,"48.841785357553135, 2.2998494920306953",11,4,0,48.841785357553135,2.2998494920306953
4845,2025-07-23 15:00:00+00:00,275.0,4.78833,Fluide,2579,2661,"48.84482801628084, 2.380555471987928",15,2,0,48.84482801628084,2.380555471987928
1342,2025-08-26 11:00:00+00:00,291.0,1.15445,Fluide,702,712,"48.86567021180976, 2.372604032473679",11,1,0,48.86567021180976,2.372604032473679
493,2025-10-09 21:00:00+00:00,118.0,3.71167,Fluide,294,293,"48.84363961464847, 2.3656555500136944",21,3,0,48.84363961464847,2.3656555500136944
5872,2025-12-02 03:00:00+00:00,45.0,0.23111,Fluide,928,3048,"48.89882236803827, 2.3734861820251627",3,1,0,48.89882236803827,2.3734861820251627
5137,2026-01-04 22:00:00+00:00,102.0,1.52167,Fluide,900,2703,"48.836604745252565, 2.374453399065095",22,6,1,48.836604745252565,2.374453399065095
4536,2025-02-12 14:00:00+00:00,322.0,1.28222,Fluide,2420,2421,"48.865525954516556, 2.270809417274849",14,2,0,48.865525954516556,2.270809417274849
4810,2025-03-10 17:00:00+00:00,201.0,5.68667,Fluide,2560,2565,"48.83921118500681, 2.3510397960535245",17,0,0,48.83921118500681,2.3510397960535245
