COMMUNE;CODE INSEE;TYPE INFRASTRUCTURE;NUMERO RD;ADRESSE COMPTEUR;LIMITATION DE VITESSE;TYPE DE COMPTAGE;TYPE COMPTEUR;MOIS DU COMPTAGE;ANNEE DU COMPTAGE;PERIODICITE;SENS 1_ORIGINE;SENS 1_DESTINATION;S2_ORIGINE;S2_DESTINATION;TMJA_SENS 1;TMJA_SENS 2;TMJO_SENS 1;TMJO_SENS 2;TRAFIC_HPM_SENS 1;HORAIRE HPM_SENS 1;TRAFIC HPM_SENS 2;HORAIRE HPM_SENS 2;TRAFIC HPS_SENS 1;HORAIRE HPS_SENS 1;T_HPS_SENS 2;HPS_SENS 2;% POIDS LOURDS SENS 1;% POIDS LOURDS SENS 2;TMJA;LONGUEUR;geo_shape;geo_point_2d
Châtenay-Malabry;92019;Réseau départemental non classé à grande circulation;RD986;237 avenue de la Division Leclerc;50 km/h;Comptage automatique en section;Tubes;Décembre;2023;Triennale;Châtenay-Malabry;Clamart;Châtenay-Malabry;Antony;5607.0;6165.0;5931.0;6521.0;423.0;08h00-09h00;465.0;08h00-09h00;525.0;18h00-19h00;577.0;18h00-19h00;1.9;1.85;11772.0;1960.8321447972935;"{""coordinates"": [[2.2719252456676493, 48.76390290207097], [2.2708299481026795, 48.76405197577009], [2.2705519096023568, 48.76408715516451], [2.2694096435279802, 48.764240272542864], [2.2681896766413443, 48.76440369632508], [2.267727610559749, 48.764463824767006], [2.26607281070354, 48.76468482215841], [2.2657646704956482, 48.76473149725212], [2.2653065281810347, 48.76480243417556], [2.263394001600492, 48.7650631823357], [2.262945604653749, 48.76511798048974], [2.261251212347245, 48.76535816953239], [2.2606896507224894, 48.76541626532223], [2.260381225576542, 48.76543712272753], [2.260190657007385, 48.76547206433097], [2.2597228570291388, 48.765560423604946], [2.2592092960007606, 48.765627546207874], [2.2583966197246372, 48.76570786498187], [2.257722321337044, 48.76579528708282], [2.256315397734193, 48.76599250520164], [2.25624588623406, 48.76600106740882], [2.255629432189628, 48.76610425957742], [2.2554259021721204, 48.766160554315356], [2.255332955198209, 48.766190555635845], [2.2552782802964986, 48.7662082033823], [2.255066239211462, 48.766288730165215], [2.2549429626527284, 48.76634642419559], [2.2547853409278167, 48.766427289139045], [2.2546139203245117, 48.7665215590649], [2.254494608904207, 48.76658737251639], [2.2542696287131747, 48.76671638599617], [2.2533668819939625, 48.767238713549595], [2.2526219295862044, 48.76766758071077], [2.2522583426411313, 48.76787847073046], [2.2519057014000126, 48.76808493146414], [2.251444725383464, 48.768350073684864], [2.250953684153005, 48.76862402048945], [2.250212681803, 48.769059193452655], [2.250090508785484, 48.769133979017184], [2.249586923703649, 48.76942762836971], [2.2494757102422165, 48.769497085196086], [2.2494537215772046, 48.769512237660486], [2.2485971758694676, 48.77003489131193], [2.248351402626517, 48.77022067096118], [2.248167550688549, 48.77047824239897]], ""type"": ""LineString""}";48.766091426441065, 2.2596381612088026
Gennevilliers, Villeneuve-la-Garenne;92036, 92078;Réseau départemental non classé à grande circulation;RD986;57 avenue de Verdun;50 km/h;Comptage automatique en section;Tubes;Juin;2023;Triennale;Villeneuve la Garenne;Saint-Denis;Villeneuve la Garenne;Asnières;5773.0;4096.0;5892.0;4144.0;331.0;08h00-09h00;188.0;10h00-11h00;357.0;16h00-17h00;231.0;15h00-16h00;4.08;2.65;9869.0;1222.663894896122;"{""coordinates"": [[2.320318390144249, 48.93459268581389], [2.320676881031108, 48.934609494866855], [2.321260760823875, 48.93459199677047], [2.322507997218601, 48.93466215475458], [2.3249238729918864, 48.934806111989204], [2.325678804748437, 48.93486635260675], [2.326593616894969, 48.93494860740239], [2.3273465011918346, 48.93503319317259], [2.3287433122761074, 48.93519505213297], [2.329831136205386, 48.93530417683572], [2.3305847595420626, 48.9353630951838], [2.3309831542132633, 48.935388251802046], [2.331606862589261, 48.935414381486154], [2.3329241510200553, 48.93550207915536], [2.3353880957146678, 48.93568555261986], [2.335610762266859, 48.93567160758148], [2.3358539831538745, 48.93563303482712], [2.33604106172458, 48.93562005924609], [2.336160693912987, 48.93562149856135], [2.3368919032588296, 48.935649259399554]], ""type"": ""LineString""}";48.935145895316545, 2.3286064665657604
Asnières-sur-Seine, Gennevilliers;92004, 92036;Réseau départemental non classé à grande circulation;RD19;boulevard Intercommunal;50 km/h;Comptage automatique en section;Tubes;Juin;2023;Triennale;Paris;Province;Province;Paris;13556.0;14125.0;14245.0;14360.0;675.0;08h00-09h00;831.0;09h00-10h00;1090.0;17h00-18h00;889.0;19h00-20h00;5.6;6.18;27681.0;723.4900484813528;"{""coordinates"": [[2.2844667582196, 48.930327680288094], [2.2844536855723305, 48.93043669577911], [2.284420308698528, 48.930497879367415], [2.28435322543613, 48.9305674187941], [2.282968435523188, 48.93216464695423], [2.2822843803770856, 48.932920299105405], [2.281749569929988, 48.93351968850653], [2.2813401748188453, 48.933960038952605], [2.2810804515295664, 48.93423967388069], [2.280800499113673, 48.934583892259425], [2.2805374785492463, 48.93487575964711], [2.280206377931145, 48.93519563524933], [2.279533113192257, 48.93594818469303]], ""type"": ""LineString""}";48.93316778107253, 2.282048648103862
Asnières-sur-Seine, Gennevilliers;92004, 92036;Réseau départemental non classé à grande circulation;RD19;73 rue des Bas;50 km/h;Comptage automatique en section;Tubes;Juin;2023;Triennale;Paris;Province;Province;Paris;12650.0;13259.0;13440.0;14114.0;484.0;10h00-11h00;1152.0;07h00-08h00;1104.0;18h00-19h00;650.0;17h00-18h00;6.96;6.17;25909.0;1266.2613423575724;"{""coordinates"": [[2.2970189983413456, 48.9140502557997], [2.296161073449433, 48.91506286946268], [2.2957322116123464, 48.91552198626359], [2.2953178341642575, 48.91587494600499], [2.2948165770656663, 48.91626948979993], [2.29402246893722, 48.916846169555825], [2.2933389119899537, 48.91723744819811], [2.2926652987512246, 48.91760141908821], [2.2916333893826133, 48.91819970420177], [2.291165869270474, 48.918477463952016], [2.290607717113094, 48.918814753308524], [2.290207124151932, 48.919086817616446], [2.289928482790233, 48.919306395650395], [2.2898098127612343, 48.91940281774709], [2.2884643510504055, 48.92049918198575], [2.2878663957224785, 48.92101632649894], [2.287579031355753, 48.92127361863591], [2.2873139263365108, 48.9214995658461], [2.286920081919908, 48.92185874270418], [2.2867083607209393, 48.92207241667529], [2.2864894835284058, 48.922310327839774], [2.2862894473103585, 48.92256723675215], [2.2862669854618276, 48.922612966995736], [2.2862688705813867, 48.92268008395701], [2.286299032289959, 48.92280145819596]], ""type"": ""LineString""}";48.918374859324814, 2.2915649527558615
Gennevilliers;92036;Réseau départemental non classé à grande circulation;RD20;40 avenue Louis Roche;50 km/h;Comptage automatique en section;Tubes;Juin;2023;Triennale;Paris;Province;Province;Paris;5832.0;4676.0;6020.0;4938.0;367.0;10h00-11h00;283.0;07h00-08h00;440.0;15h00-16h00;321.0;16h00-17h00;6.66;6.15;10508.0;375.7943487559545;"{""coordinates"": [[2.325119713081086, 48.9210994647731], [2.325004671967629, 48.92118746693538], [2.3248847312614944, 48.921297112218845], [2.3246658298335285, 48.92146860754385], [2.324120907124069, 48.92181716216395], [2.323673818467615, 48.922092522379266], [2.3236229331856024, 48.92212281147983], [2.3231802260516043, 48.92237571328212], [2.3230166731162427, 48.92246471897736], [2.321869284525047, 48.923070653990266], [2.321455616824971, 48.92329313680056], [2.32132375980827, 48.92335803961594]], ""type"": ""LineString""}";48.92229010492287, 2.3232608362797262
Nanterre, Rueil-Malmaison;92050, 92063;Réseau départemental classé à grande circulation;RD986;avenue Benoit Frachon;50 km/h;Comptage automatique en section;Tubes;Mars;2022;Annuelle;;;Nanterre;Rueil-Malmaison;;12908.0;;13266.0;;;1195.0;08h00-09h00;;;822.0;17h00-18h00;;4.22;12908.0;1736.665318525391;"{""coordinates"": [[2.17452836397602, 48.891217346509066], [2.175041868976196, 48.89134589364295], [2.175097411315022, 48.89136965937619], [2.1752943529156865, 48.891421378951854], [2.175405594181025, 48.89145901844811], [2.175526580891476, 48.891484133173684], [2.1761622284872506, 48.89165128924075], [2.1763279207233355, 48.89169559762037], [2.176621405066861, 48.891765965553], [2.176771245205721, 48.89177778792194], [2.177023947514227, 48.89183978075843], [2.177271280079375, 48.89189634037892], [2.17744516996441, 48.8919398036753], [2.1775185997916804, 48.89195379871854], [2.177615154159384, 48.8919715490981], [2.177891212509588, 48.8920229083998], [2.178459679721306, 48.89212663653394], [2.1786378758211753, 48.89215663764628], [2.1789031106699017, 48.89220252480264], [2.179241719166432, 48.89226600136705], [2.1794947523840893, 48.89230730612812], [2.1796579765965043, 48.89233540474897], [2.1798675404293273, 48.892365619363915], [2.1800689648352045, 48.89239307938584], [2.1802867678588593, 48.892419751830566], [2.180421609528653, 48.89243146713126], [2.180631358762492, 48.89244999016788], [2.180879291913315, 48.89246877371511], [2.181086383441868, 48.89248278027973], [2.1813262907116426, 48.89249161566195], [2.181588060899928, 48.892497901632524], [2.181896212170845, 48.89250360467266], [2.182072079205996, 48.89250840400192], [2.182537090529108, 48.892513377795865], [2.1832911049516524, 48.89252751590714], [2.18355564434953, 48.89253111900824], [2.183727435052785, 48.89253498755266], [2.1841978738572694, 48.892541790910215], [2.184680516100357, 48.892553171901184], [2.1849802315077502, 48.89257499785919], [2.185025194315132, 48.892578002505175], [2.185335525033858, 48.892618785342265], [2.185595397115312, 48.892659224793526], [2.185876978256512, 48.89270700564346], [2.1861217648505793, 48.89275273689105], [2.186426151375287, 48.892824954540664], [2.186631137717956, 48.892886602440115], [2.1867749102302985, 48.89293794187577], [2.186907828586421, 48.892985609788035], [2.187189681258488, 48.89310353825775], [2.187440294341821, 48.8932131595301], [2.1878223391220386, 48.89337853160484], [2.1880269373611547, 48.89346535681281], [2.1881865300459906, 48.89355187599932], [2.188491320462253, 48.89368614398687], [2.188790685107176, 48.89381857693092], [2.1890494457142347, 48.89393094738442], [2.189225604329821, 48.894004986462264], [2.1894316268929837, 48.89408822088258], [2.1895903929769167, 48.89414055805786], [2.189658219545901, 48.894164399558235], [2.1897816395682432, 48.89420930281031], [2.1899974761159777, 48.894275515018286], [2.1903204662247076, 48.89438022415291], [2.1908036033033036, 48.894536376416085], [2.1914655802368292, 48.89477017933924], [2.191743835482137, 48.89485749440532], [2.1917506123897503, 48.89486023821607], [2.1920627691963186, 48.894960372324725], [2.1922201901263954, 48.895011797044305], [2.1923316470570997, 48.89503683071153], [2.1924879009535427, 48.89507565695146], [2.1925680032482915, 48.895099580116906], [2.1928177205856, 48.89518040509782], [2.193003601796955, 48.89524371164611], [2.1932002415215393, 48.895316983371536], [2.1936881839012754, 48.89551632557865], [2.194117400693293, 48.89572066599947], [2.194281186760591, 48.89580180897366], [2.194344814570273, 48.8958328139445], [2.1945722149815214, 48.895945861580614], [2.194833253159541, 48.89608881246182], [2.195116030534388, 48.89623730538243], [2.195383711359074, 48.89639199109729], [2.195470081493302, 48.89645192707397], [2.196051040775354, 48.896811965239124]], ""type"": ""LineString""}";48.893382567012495, 2.1854816943299826
Puteaux;92062;Réseau départemental non classé à grande circulation;RD21;11 rue Paul Lafargue;50 km/h;Comptage automatique en section;Tubes;Mars;2023;Triennale;Paris;Province;Province;Paris;3287.0;4867.0;3745.0;5622.0;383.0;08h00-09h00;513.0;08h00-09h00;249.0;18h00-19h00;527.0;18h00-19h00;4.3;3.3;8154.0;634.3222040267182;"{""coordinates"": [[2.2494451762661543, 48.88383539901192], [2.248848045370892, 48.88416511632834], [2.248472657246369, 48.88434346106219], [2.2478879882600413, 48.88466658621961], [2.247763306614536, 48.88476416456878], [2.2473258224681922, 48.88504030221162], [2.247012162501677, 48.88524973309549], [2.2462705762462702, 48.88588272236373], [2.2455031108150596, 48.886529638937056], [2.2451127935164576, 48.886896855808644], [2.2448022212379644, 48.887191400059265], [2.2443742873084602, 48.887702945417], [2.244079694484697, 48.88821596653532]], ""type"": ""LineString""}";48.885794228534756, 2.2465615165300394
Nanterre;92050;Réseau départemental classé à grande circulation;RD131;71 avenue Frédéric et Irène Joliot Curie;50 km/h;Comptage automatique en section;Tubes;Novembre;2021;Annuelle;Nanterre;La Garenne-Colombes;Nanterre;Rueil-Malmaison;7540.0;9167.0;8124.0;9713.0;729.0;08h00-09h00;579.0;08h00-09h00;650.0;18h00-19h00;800.0;18h00-19h00;5.34;4.64;16707.0;1129.9294722692846;"{""coordinates"": [[2.200329577495368, 48.88714657031626], [2.200707177493559, 48.88730954861374], [2.200840775146825, 48.88737340329668], [2.20130690934948, 48.88765021174607], [2.2018891889519843, 48.88798599135432], [2.202786153919975, 48.888503870424834], [2.203718099737727, 48.88903162168031], [2.2046361869737923, 48.88952914865169], [2.2052046477601692, 48.889869871730134], [2.2054895695705463, 48.89003745349454], [2.2062410256808667, 48.89045536390953], [2.206950340974604, 48.89086280384924], [2.2075226599538094, 48.89118557830521], [2.2081391407737794, 48.89153255455747], [2.209510663118481, 48.892315443703154], [2.211262626335064, 48.89331498551851], [2.211979665814455, 48.89372469142443], [2.2120359848108353, 48.89374838424817]], ""type"": ""LineString""}";48.89043030187948, 2.2061910908911835
Clichy;92024;Réseau départemental classé à grande circulation;RD912;167 boulevard Victor Hugo;50 km/h;Comptage automatique en section;Tubes;Mars;2022;Annuelle;Clichy;Saint-Denis;Clichy;Paris;5666.0;5279.0;6051.0;5746.0;275.0;08h00-09h00;361.0;08h00-09h00;554.0;17h00-18h00;375.0;17h00-18h00;6.71;6.66;10945.0;1025.109123002779;"{""coordinates"": [[2.3104843571610103, 48.89738294487671], [2.3105694694696806, 48.89746590425327], [2.310637910510715, 48.89752770413287], [2.310801724687934, 48.89762354706923], [2.3113022781432213, 48.8979357930764], [2.3122209037661667, 48.898506745062036], [2.312440067690045, 48.898643801566905], [2.3127999541083253, 48.898867099773476], [2.3130042356888567, 48.898995075754826], [2.3130989402653483, 48.89905407472905], [2.3133978820385974, 48.89924464594448], [2.313717130732093, 48.899447024191346], [2.3140310206212322, 48.89964217676807], [2.314135204240881, 48.899706624621025], [2.314409885596996, 48.89987547101778], [2.3144775397439235, 48.89991722679742], [2.3147685433311156, 48.90008976321519], [2.3149255330709417, 48.90018419076003], [2.315136538759284, 48.90032029504247], [2.3153083096442386, 48.90043189363044], [2.315897970978261, 48.90081837244645], [2.315938572872983, 48.900842886559914], [2.3165069504865783, 48.90118877131542], [2.3167478312327794, 48.90133583555845], [2.3169399972494222, 48.90145294324977], [2.3174731718865047, 48.901779737378], [2.3175935910892917, 48.90185506661308], [2.3180739428594572, 48.90215367822946], [2.3188155819343876, 48.9026048589529], [2.3189617332088757, 48.90269472280644], [2.3196787861860275, 48.903149355139256], [2.3201995314640524, 48.9034904548721], [2.320459247777039, 48.903659201753044], [2.3205119654878774, 48.90369637271541], [2.3205863151713824, 48.903750328647156]], ""type"": ""LineString""}";48.900571220309935, 2.3155303347668412
Nanterre;92050;Réseau départemental non classé à grande circulation;RD24A;bretelle RD914 sens Paris/Province (entrée);50 km/h;Comptage automatique en section;Tubes;;2023;Triennale;Paris;Province;Province;Paris;7252.0;;8188.0;;;;;;;;;;;;7252.0;256.9097273945142;"{""coordinates"": [[2.2191503280445235, 48.90409828420841], [2.219005038578877, 48.90432576543324], [2.2187485025086264, 48.90469371513587], [2.218562341269003, 48.90491733284209], [2.2184070534632974, 48.90508359395471], [2.2182160123305743, 48.90526850727059], [2.2177829307208174, 48.90558224276963], [2.2174359739423113, 48.90579311629128], [2.21709272299117, 48.905897646340534]], ""type"": ""LineString""}";48.90513122746553, 2.21823021358641
Nanterre;92050;Réseau départemental non classé à grande circulation;RD24A;bretelle de sortie de la RD914 (direction La Défense);50 km/h;Comptage automatique en section;Tubes;Mars;2022;Triennale;;;Nanterre;Courbevoie;;5952.0;;6608.0;;;654.0;08h00-09h00;;;404.0;17h00-18h00;;4.04;5952.0;245.98568996615302;"{""coordinates"": [[2.218710005503913, 48.90398659431689], [2.2186632227745022, 48.904104101228725], [2.2186044062903103, 48.904205341042044], [2.218439504980571, 48.90446686790364], [2.218315590908276, 48.904633334634426], [2.2180516344687247, 48.90494997276254], [2.2177741546421452, 48.90525842797084], [2.217572415713356, 48.90542888172465], [2.2173350999137, 48.90560629704889], [2.21720763675151, 48.905684737166766], [2.21709272299117, 48.905897646340534]], ""type"": ""LineString""}";48.90498864662743, 2.2179517717239507
Rueil-Malmaison;92063;Réseau départemental non classé à grande circulation;RD39;59 avenue Victor Hugo;50 km/h;Comptage automatique en section;Tubes;Juin;2018;Triennale;Paris;Province;Province;Paris;4208.0;6647.0;4629.0;7512.0;386.0;08h00-09h00;524.0;08h00-09h00;305.0;17h00-18h00;592.0;18h00-19h00;;;10855.0;967.9325325707732;"{""coordinates"": [[2.184407580494471, 48.8812424388024], [2.1843218592835987, 48.88136546640758], [2.183959629819467, 48.881697460478655], [2.1837038145271555, 48.88194954751579], [2.1836315184438897, 48.882038090825986], [2.1834585882785356, 48.88219609538891], [2.1833524442867867, 48.882269118493106], [2.1832520203736214, 48.88232509179525], [2.1830747069431125, 48.88241471699859], [2.1828509064615997, 48.882512117731366], [2.1826494702558956, 48.8825745960085], [2.182223630525518, 48.882685905325275], [2.180652184798701, 48.88306637769824], [2.180499202878909, 48.88308241848883], [2.180389652541051, 48.88309716480843], [2.1803049347443326, 48.88312245824402], [2.1801577373474363, 48.88320419034362], [2.1800478771775618, 48.88325290248815], [2.179918602592617, 48.88332216569809], [2.1788707331612387, 48.883964312836625], [2.1783353686533387, 48.884274511367956], [2.1781794590946992, 48.88438945734029], [2.1770829411026797, 48.88508701413267], [2.17651545244183, 48.88544374972783], [2.1757178916514768, 48.88594729151547], [2.17521350826254, 48.886279273829125], [2.174730013320508, 48.88657950026059], [2.1745869042002144, 48.88666437268372], [2.1744961746054337, 48.88672156092262]], ""type"": ""LineString""}";48.883905304161395, 2.1794581764575147
Asnières-sur-Seine, Gennevilliers;92004, 92036;Réseau départemental non classé à grande circulation;RD911;93 avenue Gabriel Péri;30 km/h;Comptage automatique en section;Tubes;Juin;2023;Triennale;Asnières-sur-Seine;Épinay-sur-Seine;Épinay-sur-Seine;Asnières-sur-Seine;4192.0;3612.0;4320.0;3729.0;199.0;10h00-11h00;287.0;07h00-08h00;326.0;17h00-18h00;213.0;17h00-18h00;2.9;3.2;7804.0;136.0168381493858;"{""coordinates"": [[2.295789654764476, 48.91584017943205], [2.295812077252644, 48.91588725162824], [2.295817569955172, 48.91595866948892], [2.295794269019822, 48.916172555759495], [2.2956889509273743, 48.91692180507214], [2.2956519939242575, 48.91705504226395]], ""type"": ""LineString""}";48.916447530594425, 2.2957516067673667
Courbevoie, Nanterre, Puteaux;92026, 92050, 92062;Réseau départemental classé à grande circulation;RD914;boulevard de la Défense;50 km/h;Comptage automatique en section;Tubes;Mars;2023;Annuelle;Paris;Province;Province;Paris;10642.0;;12254.0;;926.0;08h00-09h00;;;1291.0;18h00-19h00;;;7.54;;10642.0;2525.733633329864;"{""coordinates"": [[2.235870337997835, 48.8939384881473], [2.2357937150482425, 48.89395508589659], [2.2356761902550035, 48.8939705244146], [2.2355350713267774, 48.894013691063], [2.2354211637102317, 48.89406152775561], [2.2353016137719965, 48.894121918509526], [2.235187348339877, 48.89419403475744], [2.235107283740457, 48.894259174411594], [2.235007728224975, 48.89435117007841], [2.2349286433524225, 48.89444239695939], [2.2347102948956263, 48.89472878830766], [2.2344420397190357, 48.89506971879476], [2.2341306290689684, 48.89546972878336], [2.2340056211279444, 48.895622714747866], [2.2339848467308676, 48.8956441660697], [2.2338714757692304, 48.89574776295743], [2.2337406661569803, 48.895831463608076], [2.2336186219029406, 48.8958756488329], [2.233586816548978, 48.895905123407914], [2.233349534068904, 48.89599443716629], [2.2331589252770923, 48.89606336482008], [2.2328599751205775, 48.89617206758382], [2.2325790849887217, 48.89625840197715], [2.2323859988743453, 48.896310225301775], [2.231836014627026, 48.8964227122769], [2.231607600392669, 48.896465314194394], [2.2314968877771513, 48.89648079215315], [2.231477514524767, 48.89649955346418], [2.231218987995366, 48.89654915642249], [2.230749959520548, 48.89662888252197], [2.230322043770529, 48.896695381578176], [2.230214045542158, 48.896711774894705], [2.2298395467414442, 48.896763327030484], [2.2293257733217846, 48.896824773838205], [2.2290949849412764, 48.89684307363161], [2.2288326953675797, 48.8968701634679], [2.2286920435062147, 48.89688094870344], [2.2284681142729728, 48.8968965933754], [2.228264723605631, 48.89690697474524], [2.2280451133651566, 48.89690735786953], [2.227759956197343, 48.89691271408452], [2.2274161533350427, 48.896917691374696], [2.227050394853697, 48.896931519040336], [2.2264822736699506, 48.89697821327489], [2.2259059026528027, 48.897029348645646], [2.2250890849298837, 48.89710590535459], [2.2247253161252964, 48.897169201848754], [2.224266927360023, 48.89726605894793], [2.2238179779691922, 48.89737017079085], [2.223501471480139, 48.89746524636128], [2.2228595474936683, 48.89770390184244], [2.2227126982957817, 48.89776410348423], [2.222580998546942, 48.897814510890264], [2.222405102486258, 48.89790150341942], [2.2222620208200956, 48.89798331230655], [2.2218737450993795, 48.8982254084427], [2.2215396793808484, 48.89839950645352], [2.2214117730842804, 48.89846972187462], [2.221308498325586, 48.89853470140331], [2.221142957032578, 48.898658632315104], [2.220977957888403, 48.89882260889284], [2.220844237010421, 48.89892474331228], [2.2206385064219045, 48.899022989778814], [2.220438434904953, 48.899229548489], [2.2200970962455684, 48.89964237250727], [2.2199176384039387, 48.899925508485886], [2.2197963566837933, 48.90015787852118], [2.219478140451516, 48.90088401850116], [2.219384750696894, 48.90113275809496], [2.2193269259880326, 48.90132272672938], [2.219278923485552, 48.90151360641023], [2.21923054715171, 48.90192499276592], [2.2191881905730773, 48.9023929200487], [2.2191875022676673, 48.90289975020499], [2.219176848846805, 48.90311985710375], [2.219115413500479, 48.903471607678156], [2.2190712919212756, 48.903639064159], [2.2189665575464903, 48.90393348754409], [2.2188702335508466, 48.904138423298], [2.218715160299656, 48.90440720743601], [2.218518062740029, 48.90468570054475], [2.2182762832795677, 48.90497656080755], [2.2180079860757345, 48.90523743637161], [2.2176541442906803, 48.90552066784485], [2.217316401779761, 48.905767032206356], [2.21709272299117, 48.905897646340534], [2.2168592178169755, 48.9060339975608], [2.2163123435146326, 48.90628383800328], [2.2159165885174152, 48.90643073580415], [2.2154486414286416, 48.90657745791727], [2.214799778385626, 48.9067514987764], [2.2142026371781545, 48.9068497445093], [2.213721738350513, 48.90690119050463], [2.2129944708365152, 48.907010438828905], [2.2124739150686556, 48.90713258454967]], ""type"": ""LineString""}";48.89993822573929, 2.2236398371960884
